data_start_value,classid,instanceid,tradable,skin_type,market_name,market_hash_name,commodity,timestamp
0,5431947203,519977179,1,Exceptional Agent,'Blueberries' Buckshot | NSWC SEAL,'Blueberries' Buckshot | NSWC SEAL,0,2023-07-25 07:41:31.527947
1,5426091690,519977179,1,Master Agent,'Medium Rare' Crasswater | Guerrilla Warfare,'Medium Rare' Crasswater | Guerrilla Warfare,0,2023-07-25 07:41:31.527947
2,5429076332,519977179,1,Master Agent,'The Doctor' Romanov | Sabre,'The Doctor' Romanov | Sabre,0,2023-07-25 07:41:31.527947
3,5423245660,519977179,1,Superior Agent,'Two Times' McCoy | TACP Cavalry,'Two Times' McCoy | TACP Cavalry,0,2023-07-25 07:41:31.527947
4,4663194985,519977179,1,Superior Agent,'Two Times' McCoy | USAF TACP,'Two Times' McCoy | USAF TACP,0,2023-07-25 07:41:31.527947
5,4966010279,143865972,1,Base Grade Container,10 Year Birthday Sticker Capsule,10 Year Birthday Sticker Capsule,1,2023-07-25 07:41:31.527947
6,5429077226,519977179,1,Superior Agent,1st Lieutenant Farlow | SWAT,1st Lieutenant Farlow | SWAT,0,2023-07-25 07:41:31.527947
7,4292377293,143865972,1,Base Grade Container,2020 RMR Challengers,2020 RMR Challengers,1,2023-07-25 07:41:31.527947
8,4292377294,143865972,1,Base Grade Container,2020 RMR Contenders,2020 RMR Contenders,1,2023-07-25 07:41:31.527947
9,4292377292,143865972,1,Base Grade Container,2020 RMR Legends,2020 RMR Legends,1,2023-07-25 07:41:31.527947
10,4566759046,143865972,1,Base Grade Container,2021 Community Sticker Capsule,2021 Community Sticker Capsule,1,2023-07-25 07:41:31.527947
11,3608084295,519977179,1,Distinguished Agent,3rd Commando Company | KSK,3rd Commando Company | KSK,0,2023-07-25 07:41:31.527947
12,5423240191,188530139,1,Exotic Collectible,Aces High Pin,Aces High Pin,1,2023-07-25 07:41:31.527947
13,5428740682,188530139,1,Covert Rifle,AK-47 | Aquamarine Revenge (Battle-Scarred),AK-47 | Aquamarine Revenge (Battle-Scarred),0,2023-07-25 07:41:31.527947
14,5433431684,480085569,1,Covert Rifle,AK-47 | Aquamarine Revenge (Factory New),AK-47 | Aquamarine Revenge (Factory New),0,2023-07-25 07:41:31.527947
15,5302580570,480085569,1,Covert Rifle,AK-47 | Aquamarine Revenge (Field-Tested),AK-47 | Aquamarine Revenge (Field-Tested),0,2023-07-25 07:41:31.527947
16,5433433366,188530139,1,Covert Rifle,AK-47 | Aquamarine Revenge (Minimal Wear),AK-47 | Aquamarine Revenge (Minimal Wear),0,2023-07-25 07:41:31.527947
17,5434486448,188530139,1,Covert Rifle,AK-47 | Aquamarine Revenge (Well-Worn),AK-47 | Aquamarine Revenge (Well-Worn),0,2023-07-25 07:41:31.527947
18,5408561997,188530139,1,Covert Rifle,AK-47 | Asiimov (Battle-Scarred),AK-47 | Asiimov (Battle-Scarred),0,2023-07-25 07:41:31.527947
19,5427617778,480085569,1,Covert Rifle,AK-47 | Asiimov (Factory New),AK-47 | Asiimov (Factory New),0,2023-07-25 07:41:31.527947
20,5434850158,480085569,1,Covert Rifle,AK-47 | Asiimov (Field-Tested),AK-47 | Asiimov (Field-Tested),0,2023-07-25 07:41:31.527947
21,5434643543,480085569,1,Covert Rifle,AK-47 | Asiimov (Minimal Wear),AK-47 | Asiimov (Minimal Wear),0,2023-07-25 07:41:31.527947
22,3113552610,188530139,1,Covert Rifle,AK-47 | Asiimov (Well-Worn),AK-47 | Asiimov (Well-Worn),0,2023-07-25 07:41:31.527947
23,3608087146,519977179,1,Industrial Grade Rifle,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,2023-07-25 07:41:31.527947
24,4873866644,519977179,1,Industrial Grade Rifle,AK-47 | Baroque Purple (Factory New),AK-47 | Baroque Purple (Factory New),0,2023-07-25 07:41:31.527947
25,5434850630,519977179,1,Industrial Grade Rifle,AK-47 | Baroque Purple (Field-Tested),AK-47 | Baroque Purple (Field-Tested),0,2023-07-25 07:41:31.527947
26,5432589996,519977179,1,Industrial Grade Rifle,AK-47 | Baroque Purple (Minimal Wear),AK-47 | Baroque Purple (Minimal Wear),0,2023-07-25 07:41:31.527947
27,3608084772,519977179,1,Industrial Grade Rifle,AK-47 | Baroque Purple (Well-Worn),AK-47 | Baroque Purple (Well-Worn),0,2023-07-25 07:41:31.527947
28,5226974007,0,1,Mil-Spec Grade Rifle,AK-47 | Black Laminate (Battle-Scarred),AK-47 | Black Laminate (Battle-Scarred),0,2023-07-25 07:41:31.527947
29,5431070125,480085569,1,Mil-Spec Grade Rifle,AK-47 | Black Laminate (Factory New),AK-47 | Black Laminate (Factory New),0,2023-07-25 07:41:31.527947
30,5433624591,0,1,Mil-Spec Grade Rifle,AK-47 | Black Laminate (Field-Tested),AK-47 | Black Laminate (Field-Tested),0,2023-07-25 07:41:31.527947
31,5433262834,480085569,1,Mil-Spec Grade Rifle,AK-47 | Black Laminate (Minimal Wear),AK-47 | Black Laminate (Minimal Wear),0,2023-07-25 07:41:31.527947
32,496033481,519977179,1,Mil-Spec Grade Rifle,AK-47 | Black Laminate (Well-Worn),AK-47 | Black Laminate (Well-Worn),0,2023-07-25 07:41:31.527947
33,5433414691,480085569,1,Covert Rifle,AK-47 | Bloodsport (Factory New),AK-47 | Bloodsport (Factory New),0,2023-07-25 07:41:31.527947
34,2220010935,188530139,1,Covert Rifle,AK-47 | Bloodsport (Field-Tested),AK-47 | Bloodsport (Field-Tested),0,2023-07-25 07:41:31.527947
35,5393589525,188530139,1,Covert Rifle,AK-47 | Bloodsport (Minimal Wear),AK-47 | Bloodsport (Minimal Wear),0,2023-07-25 07:41:31.527947
36,5431953031,188530139,1,Covert Rifle,AK-47 | Bloodsport (Well-Worn),AK-47 | Bloodsport (Well-Worn),0,2023-07-25 07:41:31.527947
37,5433200814,188530139,1,Restricted Rifle,AK-47 | Blue Laminate (Factory New),AK-47 | Blue Laminate (Factory New),0,2023-07-25 07:41:31.527947
38,5431987885,188530139,1,Restricted Rifle,AK-47 | Blue Laminate (Field-Tested),AK-47 | Blue Laminate (Field-Tested),0,2023-07-25 07:41:31.527947
39,5433996513,188530139,1,Restricted Rifle,AK-47 | Blue Laminate (Minimal Wear),AK-47 | Blue Laminate (Minimal Wear),0,2023-07-25 07:41:31.527947
40,5434626646,188530139,1,Restricted Rifle,AK-47 | Blue Laminate (Well-Worn),AK-47 | Blue Laminate (Well-Worn),0,2023-07-25 07:41:31.527947
41,5434358985,188530139,1,Classified Rifle,AK-47 | Cartel (Battle-Scarred),AK-47 | Cartel (Battle-Scarred),0,2023-07-25 07:41:31.527947
42,5433429289,480085569,1,Classified Rifle,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,2023-07-25 07:41:31.527947
43,5433427134,188530139,1,Classified Rifle,AK-47 | Cartel (Field-Tested),AK-47 | Cartel (Field-Tested),0,2023-07-25 07:41:31.527947
44,5427625521,188530139,1,Classified Rifle,AK-47 | Cartel (Minimal Wear),AK-47 | Cartel (Minimal Wear),0,2023-07-25 07:41:31.527947
45,720386235,188530139,1,Classified Rifle,AK-47 | Cartel (Well-Worn),AK-47 | Cartel (Well-Worn),0,2023-07-25 07:41:31.527947
46,5426084626,188530139,1,Classified Rifle,AK-47 | Case Hardened (Battle-Scarred),AK-47 | Case Hardened (Battle-Scarred),0,2023-07-25 07:41:31.527947
47,5433514838,480085569,1,Classified Rifle,AK-47 | Case Hardened (Factory New),AK-47 | Case Hardened (Factory New),0,2023-07-25 07:41:31.527947
48,5430322310,480085569,1,Classified Rifle,AK-47 | Case Hardened (Field-Tested),AK-47 | Case Hardened (Field-Tested),0,2023-07-25 07:41:31.527947
49,4840765115,480085569,1,Classified Rifle,AK-47 | Case Hardened (Minimal Wear),AK-47 | Case Hardened (Minimal Wear),0,2023-07-25 07:41:31.527947
50,2166100040,188530139,1,Classified Rifle,AK-47 | Case Hardened (Well-Worn),AK-47 | Case Hardened (Well-Worn),0,2023-07-25 07:41:31.527947
51,5417376225,188530139,1,Mil-Spec Grade Rifle,AK-47 | Elite Build (Battle-Scarred),AK-47 | Elite Build (Battle-Scarred),0,2023-07-25 07:41:31.527947
52,5426263631,188530139,1,Mil-Spec Grade Rifle,AK-47 | Elite Build (Factory New),AK-47 | Elite Build (Factory New),0,2023-07-25 07:41:31.527947
53,5426392261,188530139,1,Mil-Spec Grade Rifle,AK-47 | Elite Build (Field-Tested),AK-47 | Elite Build (Field-Tested),0,2023-07-25 07:41:31.527947
54,937254005,188530139,1,Mil-Spec Grade Rifle,AK-47 | Elite Build (Minimal Wear),AK-47 | Elite Build (Minimal Wear),0,2023-07-25 07:41:31.527947
55,5427594477,188530139,1,Mil-Spec Grade Rifle,AK-47 | Elite Build (Well-Worn),AK-47 | Elite Build (Well-Worn),0,2023-07-25 07:41:31.527947
56,4840808609,302028390,1,Restricted Rifle,AK-47 | Emerald Pinstripe (Battle-Scarred),AK-47 | Emerald Pinstripe (Battle-Scarred),0,2023-07-25 07:41:31.527947
57,1423983480,480085569,1,Restricted Rifle,AK-47 | Emerald Pinstripe (Factory New),AK-47 | Emerald Pinstripe (Factory New),0,2023-07-25 07:41:31.527947
58,469457057,302028390,1,Restricted Rifle,AK-47 | Emerald Pinstripe (Field-Tested),AK-47 | Emerald Pinstripe (Field-Tested),0,2023-07-25 07:41:31.527947
59,469457158,302028390,1,Restricted Rifle,AK-47 | Emerald Pinstripe (Minimal Wear),AK-47 | Emerald Pinstripe (Minimal Wear),0,2023-07-25 07:41:31.527947
60,5431415350,302028390,1,Restricted Rifle,AK-47 | Emerald Pinstripe (Well-Worn),AK-47 | Emerald Pinstripe (Well-Worn),0,2023-07-25 07:41:31.527947
61,310785310,188530139,1,Covert Rifle,AK-47 | Fire Serpent (Battle-Scarred),AK-47 | Fire Serpent (Battle-Scarred),0,2023-07-25 07:41:31.527947
62,310779465,188530139,1,Covert Rifle,AK-47 | Fire Serpent (Field-Tested),AK-47 | Fire Serpent (Field-Tested),0,2023-07-25 07:41:31.527947
63,4490465617,188530139,1,Covert Rifle,AK-47 | Fire Serpent (Well-Worn),AK-47 | Fire Serpent (Well-Worn),0,2023-07-25 07:41:31.527947
64,5424302665,519977179,1,Restricted Rifle,AK-47 | First Class (Battle-Scarred),AK-47 | First Class (Battle-Scarred),0,2023-07-25 07:41:31.527947
65,520025695,480085569,1,Restricted Rifle,AK-47 | First Class (Factory New),AK-47 | First Class (Factory New),0,2023-07-25 07:41:31.527947
66,520005470,519977179,1,Restricted Rifle,AK-47 | First Class (Field-Tested),AK-47 | First Class (Field-Tested),0,2023-07-25 07:41:31.527947
67,3236021783,480085569,1,Restricted Rifle,AK-47 | First Class (Minimal Wear),AK-47 | First Class (Minimal Wear),0,2023-07-25 07:41:31.527947
68,519989189,519977179,1,Restricted Rifle,AK-47 | First Class (Well-Worn),AK-47 | First Class (Well-Worn),0,2023-07-25 07:41:31.527947
69,5433692533,188530139,1,Classified Rifle,AK-47 | Frontside Misty (Battle-Scarred),AK-47 | Frontside Misty (Battle-Scarred),0,2023-07-25 07:41:31.527947
70,5432665360,188530139,1,Classified Rifle,AK-47 | Frontside Misty (Factory New),AK-47 | Frontside Misty (Factory New),0,2023-07-25 07:41:31.527947
71,1358229880,480085569,1,Classified Rifle,AK-47 | Frontside Misty (Field-Tested),AK-47 | Frontside Misty (Field-Tested),0,2023-07-25 07:41:31.527947
72,1310726693,188530139,1,Classified Rifle,AK-47 | Frontside Misty (Minimal Wear),AK-47 | Frontside Misty (Minimal Wear),0,2023-07-25 07:41:31.527947
73,1310109885,188530139,1,Classified Rifle,AK-47 | Frontside Misty (Well-Worn),AK-47 | Frontside Misty (Well-Worn),0,2023-07-25 07:41:31.527947
74,5389773806,188530139,1,Covert Rifle,AK-47 | Fuel Injector (Battle-Scarred),AK-47 | Fuel Injector (Battle-Scarred),0,2023-07-25 07:41:31.527947
75,5434525307,480085569,1,Covert Rifle,AK-47 | Fuel Injector (Factory New),AK-47 | Fuel Injector (Factory New),0,2023-07-25 07:41:31.527947
76,5431538067,188530139,1,Covert Rifle,AK-47 | Fuel Injector (Field-Tested),AK-47 | Fuel Injector (Field-Tested),0,2023-07-25 07:41:31.527947
77,3600094797,188530139,1,Covert Rifle,AK-47 | Fuel Injector (Minimal Wear),AK-47 | Fuel Injector (Minimal Wear),0,2023-07-25 07:41:31.527947
78,5425637658,188530139,1,Covert Rifle,AK-47 | Fuel Injector (Well-Worn),AK-47 | Fuel Injector (Well-Worn),0,2023-07-25 07:41:31.527947
79,5425777110,519977179,1,Mil-Spec Grade Rifle,AK-47 | Green Laminate (Factory New),AK-47 | Green Laminate (Factory New),0,2023-07-25 07:41:31.527947
80,5428424020,519977179,1,Mil-Spec Grade Rifle,AK-47 | Green Laminate (Field-Tested),AK-47 | Green Laminate (Field-Tested),0,2023-07-25 07:41:31.527947
81,4578724539,519977179,1,Mil-Spec Grade Rifle,AK-47 | Green Laminate (Minimal Wear),AK-47 | Green Laminate (Minimal Wear),0,2023-07-25 07:41:31.527947
82,4578805513,519977179,1,Mil-Spec Grade Rifle,AK-47 | Green Laminate (Well-Worn),AK-47 | Green Laminate (Well-Worn),0,2023-07-25 07:41:31.527947
83,5382220039,188530139,1,Covert Rifle,AK-47 | Head Shot (Battle-Scarred),AK-47 | Head Shot (Battle-Scarred),0,2023-07-25 07:41:31.527947
84,5424642316,480085569,1,Covert Rifle,AK-47 | Head Shot (Factory New),AK-47 | Head Shot (Factory New),0,2023-07-25 07:41:31.527947
85,5431941990,480085569,1,Covert Rifle,AK-47 | Head Shot (Field-Tested),AK-47 | Head Shot (Field-Tested),0,2023-07-25 07:41:31.527947
86,5395407139,188530139,1,Covert Rifle,AK-47 | Head Shot (Minimal Wear),AK-47 | Head Shot (Minimal Wear),0,2023-07-25 07:41:31.527947
87,5226717093,188530139,1,Covert Rifle,AK-47 | Head Shot (Well-Worn),AK-47 | Head Shot (Well-Worn),0,2023-07-25 07:41:31.527947
88,5132167065,302028390,1,Classified Rifle,AK-47 | Hydroponic (Battle-Scarred),AK-47 | Hydroponic (Battle-Scarred),0,2023-07-25 07:41:31.527947
89,5428566649,302028390,1,Classified Rifle,AK-47 | Hydroponic (Field-Tested),AK-47 | Hydroponic (Field-Tested),0,2023-07-25 07:41:31.527947
90,2189158160,480085569,1,Classified Rifle,AK-47 | Hydroponic (Well-Worn),AK-47 | Hydroponic (Well-Worn),0,2023-07-25 07:41:31.527947
91,5431947725,188530139,1,Classified Rifle,AK-47 | Ice Coaled (Battle-Scarred),AK-47 | Ice Coaled (Battle-Scarred),0,2023-07-25 07:41:31.527947
92,4910470214,480085569,1,Classified Rifle,AK-47 | Ice Coaled (Factory New),AK-47 | Ice Coaled (Factory New),0,2023-07-25 07:41:31.527947
93,5429074589,188530139,1,Classified Rifle,AK-47 | Ice Coaled (Field-Tested),AK-47 | Ice Coaled (Field-Tested),0,2023-07-25 07:41:31.527947
94,5433416118,188530139,1,Classified Rifle,AK-47 | Ice Coaled (Minimal Wear),AK-47 | Ice Coaled (Minimal Wear),0,2023-07-25 07:41:31.527947
95,5433421023,480085569,1,Classified Rifle,AK-47 | Ice Coaled (Well-Worn),AK-47 | Ice Coaled (Well-Worn),0,2023-07-25 07:41:31.527947
96,527679328,188530139,1,Covert Rifle,AK-47 | Jaguar (Battle-Scarred),AK-47 | Jaguar (Battle-Scarred),0,2023-07-25 07:41:31.527947
97,4713958103,480085569,1,Covert Rifle,AK-47 | Jaguar (Factory New),AK-47 | Jaguar (Factory New),0,2023-07-25 07:41:31.528945
98,5432575310,188530139,1,Covert Rifle,AK-47 | Jaguar (Field-Tested),AK-47 | Jaguar (Field-Tested),0,2023-07-25 07:41:31.528945
99,5368078478,480085569,1,Covert Rifle,AK-47 | Jaguar (Minimal Wear),AK-47 | Jaguar (Minimal Wear),0,2023-07-25 07:41:31.528945
100,527685518,188530139,1,Covert Rifle,AK-47 | Jaguar (Well-Worn),AK-47 | Jaguar (Well-Worn),0,2023-07-25 07:41:40.132054
101,5432080401,519977179,1,Classified Rifle,AK-47 | Jet Set (Battle-Scarred),AK-47 | Jet Set (Battle-Scarred),0,2023-07-25 07:41:40.132054
102,5376893363,480085569,1,Classified Rifle,AK-47 | Jet Set (Factory New),AK-47 | Jet Set (Factory New),0,2023-07-25 07:41:40.132054
103,626729954,519977179,1,Classified Rifle,AK-47 | Jet Set (Field-Tested),AK-47 | Jet Set (Field-Tested),0,2023-07-25 07:41:40.132054
104,5371724874,519977179,1,Classified Rifle,AK-47 | Jet Set (Minimal Wear),AK-47 | Jet Set (Minimal Wear),0,2023-07-25 07:41:40.132054
105,519992253,519977179,1,Classified Rifle,AK-47 | Jet Set (Well-Worn),AK-47 | Jet Set (Well-Worn),0,2023-07-25 07:41:40.132054
106,5433514687,0,1,Industrial Grade Rifle,AK-47 | Jungle Spray (Battle-Scarred),AK-47 | Jungle Spray (Battle-Scarred),0,2023-07-25 07:41:40.132054
107,310916740,480085569,1,Industrial Grade Rifle,AK-47 | Jungle Spray (Factory New),AK-47 | Jungle Spray (Factory New),0,2023-07-25 07:41:40.132054
108,5423643238,519977179,1,Industrial Grade Rifle,AK-47 | Jungle Spray (Field-Tested),AK-47 | Jungle Spray (Field-Tested),0,2023-07-25 07:41:40.132054
109,5432901143,519977179,1,Industrial Grade Rifle,AK-47 | Jungle Spray (Minimal Wear),AK-47 | Jungle Spray (Minimal Wear),0,2023-07-25 07:41:40.132054
110,5425160211,519977179,1,Industrial Grade Rifle,AK-47 | Jungle Spray (Well-Worn),AK-47 | Jungle Spray (Well-Worn),0,2023-07-25 07:41:40.132054
111,5433427095,188530139,1,Covert Rifle,AK-47 | Leet Museo (Battle-Scarred),AK-47 | Leet Museo (Battle-Scarred),0,2023-07-25 07:41:40.132054
112,5433445010,188530139,1,Covert Rifle,AK-47 | Leet Museo (Factory New),AK-47 | Leet Museo (Factory New),0,2023-07-25 07:41:40.132054
113,5433423565,188530139,1,Covert Rifle,AK-47 | Leet Museo (Field-Tested),AK-47 | Leet Museo (Field-Tested),0,2023-07-25 07:41:40.132054
114,5434850511,188530139,1,Covert Rifle,AK-47 | Leet Museo (Minimal Wear),AK-47 | Leet Museo (Minimal Wear),0,2023-07-25 07:41:40.132054
115,5425796093,480085569,1,Covert Rifle,AK-47 | Leet Museo (Well-Worn),AK-47 | Leet Museo (Well-Worn),0,2023-07-25 07:41:40.132054
116,5427594071,188530139,1,Covert Rifle,AK-47 | Legion of Anubis (Battle-Scarred),AK-47 | Legion of Anubis (Battle-Scarred),0,2023-07-25 07:41:40.132054
117,5433418776,188530139,1,Covert Rifle,AK-47 | Legion of Anubis (Factory New),AK-47 | Legion of Anubis (Factory New),0,2023-07-25 07:41:40.132054
118,5430573029,480085569,1,Covert Rifle,AK-47 | Legion of Anubis (Field-Tested),AK-47 | Legion of Anubis (Field-Tested),0,2023-07-25 07:41:40.132054
119,3955317693,480085569,1,Covert Rifle,AK-47 | Legion of Anubis (Minimal Wear),AK-47 | Legion of Anubis (Minimal Wear),0,2023-07-25 07:41:40.132054
120,5433430955,480085569,1,Covert Rifle,AK-47 | Legion of Anubis (Well-Worn),AK-47 | Legion of Anubis (Well-Worn),0,2023-07-25 07:41:40.132054
121,5433427478,188530139,1,Covert Rifle,AK-47 | Neon Revolution (Battle-Scarred),AK-47 | Neon Revolution (Battle-Scarred),0,2023-07-25 07:41:40.132054
122,5428860856,188530139,1,Covert Rifle,AK-47 | Neon Revolution (Factory New),AK-47 | Neon Revolution (Factory New),0,2023-07-25 07:41:40.132054
123,5424244522,188530139,1,Covert Rifle,AK-47 | Neon Revolution (Field-Tested),AK-47 | Neon Revolution (Field-Tested),0,2023-07-25 07:41:40.132054
124,5434764646,188530139,1,Covert Rifle,AK-47 | Neon Revolution (Minimal Wear),AK-47 | Neon Revolution (Minimal Wear),0,2023-07-25 07:41:40.132054
125,5432044386,480085569,1,Covert Rifle,AK-47 | Neon Revolution (Well-Worn),AK-47 | Neon Revolution (Well-Worn),0,2023-07-25 07:41:40.132054
126,4841226364,188530139,1,Covert Rifle,AK-47 | Neon Rider (Battle-Scarred),AK-47 | Neon Rider (Battle-Scarred),0,2023-07-25 07:41:40.132054
127,5434352305,188530139,1,Covert Rifle,AK-47 | Neon Rider (Factory New),AK-47 | Neon Rider (Factory New),0,2023-07-25 07:41:40.132054
128,5430514567,188530139,1,Covert Rifle,AK-47 | Neon Rider (Field-Tested),AK-47 | Neon Rider (Field-Tested),0,2023-07-25 07:41:40.132054
129,5434646588,188530139,1,Covert Rifle,AK-47 | Neon Rider (Minimal Wear),AK-47 | Neon Rider (Minimal Wear),0,2023-07-25 07:41:40.132054
130,5427971870,188530139,1,Covert Rifle,AK-47 | Neon Rider (Well-Worn),AK-47 | Neon Rider (Well-Worn),0,2023-07-25 07:41:40.132054
131,5433427835,188530139,1,Covert Rifle,AK-47 | Nightwish (Battle-Scarred),AK-47 | Nightwish (Battle-Scarred),0,2023-07-25 07:41:40.132054
132,5433419514,480085569,1,Covert Rifle,AK-47 | Nightwish (Factory New),AK-47 | Nightwish (Factory New),0,2023-07-25 07:41:40.132054
133,4726069040,480085569,1,Covert Rifle,AK-47 | Nightwish (Field-Tested),AK-47 | Nightwish (Field-Tested),0,2023-07-25 07:41:40.132054
134,5433418249,188530139,1,Covert Rifle,AK-47 | Nightwish (Minimal Wear),AK-47 | Nightwish (Minimal Wear),0,2023-07-25 07:41:40.132054
135,4726081477,188530139,1,Covert Rifle,AK-47 | Nightwish (Well-Worn),AK-47 | Nightwish (Well-Worn),0,2023-07-25 07:41:40.132054
136,4570612031,188530139,1,Restricted Rifle,AK-47 | Orbit Mk01 (Battle-Scarred),AK-47 | Orbit Mk01 (Battle-Scarred),0,2023-07-25 07:41:40.132054
137,5429077873,188530139,1,Restricted Rifle,AK-47 | Orbit Mk01 (Factory New),AK-47 | Orbit Mk01 (Factory New),0,2023-07-25 07:41:40.132054
138,2330904705,188530139,1,Restricted Rifle,AK-47 | Orbit Mk01 (Field-Tested),AK-47 | Orbit Mk01 (Field-Tested),0,2023-07-25 07:41:40.132054
139,2316457557,188530139,1,Restricted Rifle,AK-47 | Orbit Mk01 (Minimal Wear),AK-47 | Orbit Mk01 (Minimal Wear),0,2023-07-25 07:41:40.132054
140,5429814688,188530139,1,Restricted Rifle,AK-47 | Orbit Mk01 (Well-Worn),AK-47 | Orbit Mk01 (Well-Worn),0,2023-07-25 07:41:40.132054
141,4142236478,519977179,1,Classified Rifle,AK-47 | Panthera onca (Battle-Scarred),AK-47 | Panthera onca (Battle-Scarred),0,2023-07-25 07:41:40.132054
142,4142274370,480085569,1,Classified Rifle,AK-47 | Panthera onca (Factory New),AK-47 | Panthera onca (Factory New),0,2023-07-25 07:41:40.132054
143,4340482592,480085569,1,Classified Rifle,AK-47 | Panthera onca (Field-Tested),AK-47 | Panthera onca (Field-Tested),0,2023-07-25 07:41:40.132054
144,4141818464,519977179,1,Classified Rifle,AK-47 | Panthera onca (Minimal Wear),AK-47 | Panthera onca (Minimal Wear),0,2023-07-25 07:41:40.132054
145,5401909253,519977179,1,Classified Rifle,AK-47 | Panthera onca (Well-Worn),AK-47 | Panthera onca (Well-Worn),0,2023-07-25 07:41:40.132054
146,5433427733,188530139,1,Classified Rifle,AK-47 | Phantom Disruptor (Battle-Scarred),AK-47 | Phantom Disruptor (Battle-Scarred),0,2023-07-25 07:41:40.132054
147,3848074785,188530139,1,Classified Rifle,AK-47 | Phantom Disruptor (Factory New),AK-47 | Phantom Disruptor (Factory New),0,2023-07-25 07:41:40.132054
148,3770669115,188530139,1,Classified Rifle,AK-47 | Phantom Disruptor (Field-Tested),AK-47 | Phantom Disruptor (Field-Tested),0,2023-07-25 07:41:40.132054
149,3770670561,188530139,1,Classified Rifle,AK-47 | Phantom Disruptor (Minimal Wear),AK-47 | Phantom Disruptor (Minimal Wear),0,2023-07-25 07:41:40.132054
150,5433425474,188530139,1,Classified Rifle,AK-47 | Phantom Disruptor (Well-Worn),AK-47 | Phantom Disruptor (Well-Worn),0,2023-07-25 07:41:40.132054
151,5428643861,188530139,1,Classified Rifle,AK-47 | Point Disarray (Battle-Scarred),AK-47 | Point Disarray (Battle-Scarred),0,2023-07-25 07:41:40.132054
152,5433640661,188530139,1,Classified Rifle,AK-47 | Point Disarray (Factory New),AK-47 | Point Disarray (Factory New),0,2023-07-25 07:41:40.132054
153,5433426763,188530139,1,Classified Rifle,AK-47 | Point Disarray (Field-Tested),AK-47 | Point Disarray (Field-Tested),0,2023-07-25 07:41:40.132054
154,1440505236,188530139,1,Classified Rifle,AK-47 | Point Disarray (Minimal Wear),AK-47 | Point Disarray (Minimal Wear),0,2023-07-25 07:41:40.132054
155,5431956808,188530139,1,Classified Rifle,AK-47 | Point Disarray (Well-Worn),AK-47 | Point Disarray (Well-Worn),0,2023-07-25 07:41:40.132054
156,310777457,519977179,1,Industrial Grade Rifle,AK-47 | Predator (Battle-Scarred),AK-47 | Predator (Battle-Scarred),0,2023-07-25 07:41:40.132054
157,348566503,519977179,1,Industrial Grade Rifle,AK-47 | Predator (Factory New),AK-47 | Predator (Factory New),0,2023-07-25 07:41:40.132054
158,5433511379,519977179,1,Industrial Grade Rifle,AK-47 | Predator (Field-Tested),AK-47 | Predator (Field-Tested),0,2023-07-25 07:41:40.132054
159,5430834163,519977179,1,Industrial Grade Rifle,AK-47 | Predator (Minimal Wear),AK-47 | Predator (Minimal Wear),0,2023-07-25 07:41:40.132054
160,5431721676,519977179,1,Industrial Grade Rifle,AK-47 | Predator (Well-Worn),AK-47 | Predator (Well-Worn),0,2023-07-25 07:41:40.132054
161,5434851184,188530139,1,Restricted Rifle,AK-47 | Rat Rod (Battle-Scarred),AK-47 | Rat Rod (Battle-Scarred),0,2023-07-25 07:41:40.132054
162,4385436915,188530139,1,Restricted Rifle,AK-47 | Rat Rod (Factory New),AK-47 | Rat Rod (Factory New),0,2023-07-25 07:41:40.132054
163,5429078469,480085569,1,Restricted Rifle,AK-47 | Rat Rod (Field-Tested),AK-47 | Rat Rod (Field-Tested),0,2023-07-25 07:41:40.132054
164,5434839506,188530139,1,Restricted Rifle,AK-47 | Rat Rod (Minimal Wear),AK-47 | Rat Rod (Minimal Wear),0,2023-07-25 07:41:40.132054
165,5434468397,188530139,1,Restricted Rifle,AK-47 | Rat Rod (Well-Worn),AK-47 | Rat Rod (Well-Worn),0,2023-07-25 07:41:40.132054
166,5431488611,188530139,1,Classified Rifle,AK-47 | Red Laminate (Battle-Scarred),AK-47 | Red Laminate (Battle-Scarred),0,2023-07-25 07:41:40.132054
167,310776621,188530139,1,Classified Rifle,AK-47 | Red Laminate (Field-Tested),AK-47 | Red Laminate (Field-Tested),0,2023-07-25 07:41:40.132054
168,5432494807,188530139,1,Classified Rifle,AK-47 | Red Laminate (Minimal Wear),AK-47 | Red Laminate (Minimal Wear),0,2023-07-25 07:41:40.132054
169,5434816936,188530139,1,Classified Rifle,AK-47 | Red Laminate (Well-Worn),AK-47 | Red Laminate (Well-Worn),0,2023-07-25 07:41:40.132054
170,5433419448,188530139,1,Classified Rifle,AK-47 | Redline (Battle-Scarred),AK-47 | Redline (Battle-Scarred),0,2023-07-25 07:41:40.132054
171,3485965590,480085569,1,Classified Rifle,AK-47 | Redline (Field-Tested),AK-47 | Redline (Field-Tested),0,2023-07-25 07:41:40.132054
172,1545180457,480085569,1,Classified Rifle,AK-47 | Redline (Minimal Wear),AK-47 | Redline (Minimal Wear),0,2023-07-25 07:41:40.132054
173,5288844998,480085569,1,Classified Rifle,AK-47 | Redline (Well-Worn),AK-47 | Redline (Well-Worn),0,2023-07-25 07:41:40.132054
